sn,amusing_name,ra,dec,z,seeing,sample,PISCO,P95,P96,P97,P98,P99,Other,MaNGA,HexPak,Swsp,csp1,csp2,phot,ST,Sterr,COL,COLerr,Bmag,Bmagerr,othername
SN2008ec,NGC7469,23:03:16.56,+08:52:19.8,0.016317,1.23,PISCO/SV,1,0,0,0,0,0,1,0,0,0,0,0,1,0.913,0.007,0.141,0.012,15.535,0.03,NaN
SN1993R,NGC7742,23:44:16.29,+10:46:07.1,0.0055,1.14,SV,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN1998dq,NGC6754,19:11:23.78,-50:38:25.5,0.011,0.95,SV,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2000do,NGC6754,19:11:26.19,-50:38:24.5,0.011,0.95,SV,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013ct,NaN,01:12:54.92,+00:58:45.70,0.004,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNhunt281,NaN,15:05:30.07,+01:38:02.40,0.0041,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,0.776,0.003,0.026,0.011,13.676,0.022,NaN
SN2015G,NaN,20:37:25.57,+66:07:11.68,0.004750,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2015F,NaN,07:36:15.76,-69:30:23.00,0.005,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2011iv,NaN,03:38:51.34,-35:35:32.00,0.006,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2014ba,NaN,22:55:01.97,-39:39:34.50,0.006,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15ga,NaN,12:59:27.29,+14:10:15.79,0.007,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ13aiz,NaN,13:15:14.81,-17:57:55.65,0.008,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2011fe,NaN,14:03:05.80,+54:16:25.30,0.008,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,1,0.974,0.007,-0.029,0.015,9.959,0.014,NaN
SN2013cg,NaN,09:26:56.77,-24:46:59.60,0.008,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2014D,NaN,12:10:36.76,+18:49:35.40,0.008,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013E,NaN,10:00:05.52,-34:14:01.30,0.009,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15db,NaN,15:46:58.69,+17:53:02.55,0.011,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012ij,NaN,11:40:15.84,+17:27:22.20,0.011,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012ah,NaN,23:25:59.63,-81:54:33.30,0.012,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013hh,NaN,11:29:04.37,+17:14:09.50,0.013,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013gy,NaN,03:42:16.88,-04:43:18.48,0.014,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2014ao,NaN,08:34:33.32,-02:32:36.10,0.014,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP12J,NaN,06:07:01.59,-69:21:17.10,0.015,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013H,NaN,09:06:30.70,-75:49:01.50,0.015,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013hn,NaN,13:48:59.17,-30:17:26.50,0.015,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15eb,NaN,08:06:07.40,-22:33:48.86,0.016,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTF11qnr,NaN,22:44:25.45,-00:10:02.00,0.016,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012id,NaN,04:42:41.14,+18:34:59.70,0.016,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013ay,NaN,18:42:37.86,-64:56:13.50,0.016,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP15aae,NaN,14:09:55.13,+17:31:55.60,0.0162,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,0.633,0.004,0.465,0.014,16.705,0.015,NaN
iPTF13duj,NaN,21:13:44.78,+13:34:33.10,0.017,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF14yw,NaN,11:45:03.58,+19:58:25.40,0.017,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15go,NaN,06:11:30.50,-16:29:03.52,0.019,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF14w,NaN,12:03:31.29,+02:02:34.00,0.019,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2014eg,NaN,02:45:09.27,-55:44:16.90,0.019,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14lo,NaN,11:51:53.11,+18:32:29.00,0.02,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP15B,NaN,13:47:12.11,-24:22:17.10,0.02,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14dsu,NaN,20:22:00.86,-51:47:46.33,0.02,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012U,NaN,02:06:04.33,-55:11:37.50,0.02,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14my,NaN,11:38:29.98,-08:58:35.79,0.021,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14ajn,NaN,11:55:30.88,+11:55:25.88,0.021,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013fz,NaN,04:23:46.44,-51:35:46.30,0.021,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2014Z,NaN,01:44:07.99,-61:07:07.40,0.021,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013bc,NaN,13:10:21.31,-07:10:24.10,0.022,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2014dn,NaN,04:17:54.27,-56:36:45.20,0.022,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15ba,NaN,14:04:55.09,+08:55:14.53,0.023,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP14acx,NaN,23:56:06.55,+29:22:42.30,0.023,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KISS15n,NaN,13:00:32.33,+27:58:41.00,0.023,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15dd,NaN,15:43:59.07,+19:12:40.74,0.024,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15gr,NaN,06:45:20.58,-34:53:38.11,0.024,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KISS15m,NaN,12:06:00.83,+20:36:18.40,0.024,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012bh,NaN,12:13:37.33,+46:29:00.34,0.02524,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012bo,NaN,12:50:45.22,-14:16:07.69,0.02543,NaN,,0,0,0,0,0,0,0,0,0,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14kd,NaN,22:53:24.95,+04:47:57.30,0.026,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14lq,NaN,22:57:19.41,-20:58:00.76,0.026,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013N,NaN,11:50:04.13,+21:16:46.00,0.026,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ11ot,NaN,05:15:48.34,+06:46:39.36,0.027,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013bs,NaN,17:17:22.03,+41:04:00.20,0.0276,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP13abm,NaN,03:05:59.89,+04:32:38.20,0.028,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012ar,NaN,16:20:36.02,-10:27:38.30,0.028,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15as,NaN,09:39:16.55,+06:25:48.53,0.029,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTF11pbp,NaN,23:27:55.52,+08:46:45.00,0.029,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP14acl,NaN,01:01:07.04,-10:18:39.90,0.03,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSS140425:161024+470440,NaN,16:10:23.61,+47:04:40.30,0.03,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF15wb,NaN,08:28:18.07,+00:17:22.70,0.03,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ13ry,NaN,10:32:48.00,+04:11:51.75,0.03,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PS1-13dkh,NaN,03:11:16.09,+15:42:58.30,0.03,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2014I,NaN,05:42:19.80,-25:32:39.90,0.03,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12fxd,NaN,05:22:17.02,-25:35:47.01,0.031,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP14adc,NaN,02:26:23.31,+27:39:34.80,0.032,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF14fpg,NaN,00:28:12.00,+07:09:43.50,0.032,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15fr,NaN,09:20:20.44,-07:38:26.78,0.033,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ11pn,NaN,05:16:41.54,+06:29:29.40,0.033,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012hl,NaN,00:50:17.76,+24:31:52.20,0.033,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2014dl,NaN,16:29:46.09,+08:38:30.60,0.033,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15al,NaN,04:57:49.63,-21:35:34.11,0.034,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15cd,NaN,09:59:14.75,+12:59:20.53,0.034,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013gv,NaN,03:09:57.31,+19:12:49.20,0.034,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12gxj,NaN,02:52:57.38,+01:36:24.25,0.035,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013ad,NaN,03:38:41.04,+10:18:27.22,0.036,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013bo,NaN,13:17:29.19,+42:44:29.60,0.036,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013bt,NaN,14:21:15.19,+61:34:15.42,0.0364,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP12G,NaN,09:02:02.34,+10:18:00.10,0.037,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012em,NaN,22:44:01.66,+15:51:49.30,0.038,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14hp,NaN,21:30:31.42,-70:38:34.35,0.039,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15da,NaN,05:23:51.88,-24:42:08.38,0.039,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15cb,NaN,12:39:50.23,+03:47:49.77,0.04,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF15xi,NaN,12:12:27.85,+32:09:54.50,0.04,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ11bk,NaN,04:20:44.25,-08:35:55.75,0.04,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSNJ03034759+0024146,NaN,03:03:47.90,+00:24:14.60,0.04,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSS141123:091002+521856,NaN,09:10:02.00,+52:18:56.00,0.0405,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF13dym,NaN,23:24:30.19,+14:39:04.00,0.042,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ13vy,NaN,16:06:55.85,+03:00:15.23,0.042,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF14yy,NaN,12:26:09.17,+09:58:44.20,0.043,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF13ez,NaN,12:09:51.30,+19:47:15.70,0.044,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14jp,NaN,12:57:21.51,-15:47:33.42,0.045,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14azy,NaN,11:12:34.73,+12:04:24.83,0.046,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14foj,NaN,00:26:34.67,-32:48:33.09,0.046,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12hno,NaN,03:42:43.25,-02:40:09.76,0.047,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2011jn,NaN,12:57:14.79,-17:24:00.50,0.047,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP13N,NaN,09:39:53.18,+16:55:16.40,0.0478,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013ck,NaN,15:24:29.11,+48:32:54.53,0.049,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP13af,NaN,11:41:44.17,-17:13:48.00,0.05,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSS130218:092354+385837,NaN,09:23:54.52,+38:58:36.80,0.05,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12gpw,NaN,03:12:58.24,-11:42:40.13,0.051,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ13dpm,NaN,10:29:08.32,-17:06:50.19,0.051,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012aq,NaN,14:54:05.13,+22:05:40.60,0.052,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14gfb,NaN,05:10:05.76,-36:18:43.57,0.053,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF14gnl,NaN,00:23:48.33,-03:51:27.90,0.054,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12btn,NaN,09:21:30.47,-09:41:29.86,0.054,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013cb,NaN,11:35:01.74,+16:07:14.91,0.0541,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14fom,NaN,21:59:49.73,-30:16:15.56,0.056,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14mc,NaN,09:02:13.45,+17:03:37.01,0.057,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP13aay,NaN,03:25:33.51,-53:44:19.00,0.059,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF14aaf,NaN,14:36:51.00,+06:08:31.30,0.059,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP13abs,NaN,12:03:06.88,-01:01:31.70,0.06,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP13V,NaN,10:13:10.00,-16:31:54.00,0.06,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12cid,NaN,10:03:57.04,-06:14:37.76,0.06,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ15agh,NaN,10:52:54.78,+23:35:43.01,0.06,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTF11moy,NaN,17:06:18.06,+38:32:19.90,0.06,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013bq,NaN,13:04:08.45,+43:54:07.70,0.06,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF13anh,NaN,13:06:50.45,+15:34:32.36,0.061,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14ip,NaN,09:44:20.22,+04:35:52.56,0.061,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP14ade,NaN,05:37:18.64,-75:43:17.00,0.062,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12gef,NaN,01:40:33.70,+18:30:36.38,0.064,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP14acy,NaN,00:42:28.75,-64:45:51.00,0.066,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ13abo,NaN,14:59:21.20,-17:09:09.34,0.067,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14ghv,NaN,03:23:44.15,-31:35:03.17,0.067,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14q,NaN,08:53:57.58,+17:19:38.19,0.067,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTF11ppn,NaN,21:35:21.93,+26:56:04.70,0.067,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ15bv,NaN,10:59:47.29,-16:49:10.63,0.069,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14wp,NaN,10:14:05.72,+06:40:30.54,0.07,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTF11owc,NaN,09:16:10.05,+49:37:30.70,0.07,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12hjm,NaN,03:10:28.72,-16:29:37.08,0.071,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ15adm,NaN,20:14:21.82,-58:08:20.31,0.073,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTF11phk,NaN,00:23:56.70,+29:31:18.10,0.073,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12blp,NaN,13:36:05.59,-11:37:16.87,0.074,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP13aam,NaN,05:14:47.50,-66:50:29.10,0.075,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF13efe,NaN,08:43:39.30,+16:10:37.30,0.075,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ13lq,NaN,13:44:10.81,+03:03:43.42,0.076,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP14aal,NaN,09:57:39.11,+12:33:17.70,0.077,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KISS13j,NaN,12:09:39.70,+16:12:14.30,0.077,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP13aaf,NaN,09:55:08.22,+06:48:31.40,0.078,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14ba,NaN,11:01:23.01,-15:37:10.29,0.078,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14fms,NaN,00:14:59.82,-51:12:39.54,0.078,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP13Z,NaN,10:52:06.06,-13:34:24.70,0.0789,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP14abk,NaN,17:04:13.69,+17:48:39.40,0.08,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KISS13v,NaN,13:52:56.63,+21:56:21.70,0.08,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14auy,NaN,14:28:11.30,-04:03:17.50,0.082,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12bld,NaN,13:42:44.03,+08:05:33.74,0.083,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF13dad,NaN,01:48:08.39,+37:33:29.10,0.086,NaN,,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
